account_id,month,contracted_arr,deployment_score,sustained_usage_score,technical_health_score,expansion_momentum,prs,realized_arr,prs_band,shelfware_override,flag_overage,months_in_window,months_active
ACC0752,2024-06,139686,1.0,1.0,0.9,0.1,0.89,124320.54,Green,False,True,1,1
ACC0755,2024-06,150000,1.0,1.0,0.4,0.1,0.79,118500.0,Yellow,False,True,1,1
ACC0756,2024-06,200000,0.9034,1.0,1.0,0.1,0.8713,174269.15,Green,False,False,2,2
ACC0757,2024-06,150000,0.6997,1.0,1.0,0.1,0.7899,118482.57,Yellow,False,False,1,1
ACC0758,2024-06,200000,0.6962,1.0,0.7,0.1,0.7285,145693.61,Yellow,False,False,1,1
ACC0759,2024-06,10000,0.7596,1.0,1.0,0.1,0.8139,8138.56,Green,False,False,1,1
ACC0762,2024-06,100000,1.0,1.0,0.7,0.1,0.85,85000.0,Green,False,True,1,1
ACC0765,2024-06,75000,1.0,1.0,1.0,0.1,0.91,68250.0,Green,False,True,1,1
ACC0766,2024-06,170984,0.8583,1.0,0.6,0.7,0.8333,142484.11,Green,False,False,4,4
ACC0770,2024-06,10000,0.8632,1.0,0.8,0.1,0.8153,8152.63,Green,False,False,2,2
ACC0771,2024-06,50000,0.681,1.0,0.6,0.1,0.7024,35120.49,Yellow,False,False,1,1
ACC0772,2024-06,150000,0.7168,1.0,0.2,0.1,0.6367,95510.13,Yellow,False,False,2,2
ACC0773,2024-06,200000,0.8933,1.0,1.0,0.1,0.8673,173461.34,Green,False,False,2,2
ACC0776,2024-06,75000,0.8797,1.0,0.6,0.1,0.7819,58641.79,Yellow,False,False,1,1
ACC0778,2024-06,50000,0.7479,1.0,1.0,0.4,0.8392,41958.37,Green,False,False,4,4
ACC0780,2024-06,15000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,4
ACC0781,2024-06,10000,0.7619,1.0,1.0,0.7,0.8748,8747.62,Green,False,False,3,3
ACC0782,2024-06,25000,0.8612,1.0,1.0,0.7,0.9145,22862.04,Green,False,False,4,4
ACC0783,2024-06,200000,0.6864,1.0,1.0,0.4,0.8146,162912.83,Green,False,False,4,4
ACC0785,2024-06,15000,0.6381,1.0,0.8,0.1,0.7252,10878.52,Yellow,False,False,2,2
ACC0786,2024-06,10000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0787,2024-06,35000,1.0,1.0,1.0,1.0,1.0,35000.0,Green,False,True,3,3
ACC0788,2024-06,25000,0.9187,1.0,0.2,0.1,0.7175,17936.7,Yellow,False,False,2,2
ACC0789,2024-06,15000,0.7985,1.0,0.5,0.7,0.7894,11840.96,Yellow,False,False,4,4
ACC0790,2024-06,75000,0.6909,1.0,1.0,0.1,0.7863,58975.81,Yellow,False,False,1,1
ACC0794,2024-06,10000,0.8468,1.0,1.0,0.7,0.9087,9087.01,Green,False,False,4,4
ACC0797,2024-06,86569,0.1884,0.0,1.0,0.1,0.2854,24702.77,Red,False,False,4,4
ACC0798,2024-06,15000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,4
ACC0802,2024-06,5000,0.855,1.0,0.6,0.7,0.832,4160.07,Green,False,False,4,4
ACC0803,2024-06,156761,0.0642,0.0,0.2,0.1,0.0757,11865.38,Red,False,False,4,4
ACC0805,2024-06,200000,0.8562,1.0,1.0,0.1,0.8525,170492.79,Green,False,False,1,1
ACC0807,2024-06,25000,0.0,0.0,0.7,0.1,0.0,0.0,Red,True,False,1,1
ACC0808,2024-06,186577,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,4
ACC0811,2024-06,100000,0.7526,1.0,0.6,0.1,0.7311,73105.32,Yellow,False,False,2,2
ACC0812,2024-06,75000,0.866,1.0,1.0,0.7,0.9164,68731.33,Green,False,False,3,3
ACC0813,2024-06,150000,0.701,1.0,0.6,0.4,0.7404,111058.96,Yellow,False,False,3,3
ACC0815,2024-06,100000,1.0,1.0,1.0,0.1,0.91,91000.0,Green,False,True,2,2
ACC0816,2024-06,53604,0.3978,1.0,0.6,0.1,0.5891,31579.32,Orange,False,False,1,1
ACC0817,2024-06,25000,1.0,1.0,1.0,0.1,0.91,22750.0,Green,False,True,1,1
ACC0819,2024-06,100000,0.9193,1.0,1.0,0.1,0.8777,87772.25,Green,False,False,1,1
ACC0820,2024-06,74894,0.7427,1.0,0.9,0.1,0.7871,58946.65,Yellow,False,False,1,1
ACC0821,2024-06,128227,0.0757,0.0,1.0,0.1,0.2403,30811.08,Red,False,False,1,1
ACC0823,2024-06,5000,0.8739,1.0,0.6,0.7,0.8395,4197.75,Green,False,False,3,3
ACC0825,2024-06,104248,0.7076,1.0,0.6,0.4,0.743,77460.81,Yellow,False,False,4,4
ACC0828,2024-06,100000,0.0154,0.0,0.2,0.1,0.0562,5615.8,Red,False,False,1,1
ACC0829,2024-06,75000,0.6603,1.0,0.5,0.1,0.6741,50559.61,Yellow,False,False,1,1
ACC0830,2024-06,25000,0.8336,1.0,0.2,0.1,0.6834,17086.17,Yellow,False,False,1,1
ACC0831,2024-06,50000,0.781,1.0,0.6,0.7,0.8024,40119.68,Green,False,False,3,3
ACC0832,2024-06,15000,0.8548,1.0,1.0,0.7,0.9119,13678.63,Green,False,False,4,4
ACC0833,2024-06,75000,0.7996,1.0,1.0,0.7,0.8898,66736.98,Green,False,False,3,3
ACC0839,2024-06,10000,0.8417,1.0,0.8,0.7,0.8667,8666.84,Green,False,False,4,4
ACC0840,2024-06,150000,0.7155,1.0,0.6,0.4,0.7462,111929.17,Yellow,False,False,4,4
ACC0841,2024-06,50000,0.0142,0.0,0.2,0.1,0.0557,2784.48,Red,False,False,2,2
ACC0842,2024-06,150000,0.8543,1.0,1.0,0.7,0.9117,136757.13,Green,False,False,3,3
ACC0845,2024-06,200000,0.8291,1.0,1.0,0.1,0.8416,168325.03,Green,False,False,1,1
ACC0847,2024-06,50000,0.7478,1.0,0.6,0.7,0.7891,39456.24,Yellow,False,False,3,3
ACC0849,2024-06,15000,1.0,1.0,0.6,1.0,0.92,13800.0,Green,False,True,4,4
ACC0850,2024-06,10000,0.866,1.0,0.8667,0.1,0.8297,8297.39,Green,False,False,1,1
ACC0851,2024-06,50000,0.8274,1.0,0.6,0.1,0.761,38048.33,Yellow,False,False,1,1
ACC0853,2024-06,180392,0.8027,1.0,0.2,0.1,0.6711,121056.57,Yellow,False,False,2,2
ACC0854,2024-06,25000,0.7179,1.0,1.0,0.1,0.7972,19929.49,Yellow,False,False,1,1
ACC0855,2024-06,25000,0.693,1.0,0.6,0.4,0.7372,18430.02,Yellow,False,False,4,4
ACC0856,2024-06,75000,0.7652,1.0,0.2,0.4,0.6861,51457.49,Yellow,False,False,3,3
ACC0857,2024-06,35000,1.0,1.0,1.0,0.1,0.91,31850.0,Green,False,True,1,1
ACC0860,2024-06,10000,0.9125,1.0,0.7,0.7,0.875,8750.13,Green,False,False,4,4
ACC0861,2024-06,200000,0.7434,1.0,0.6,0.1,0.7274,145475.57,Yellow,False,False,2,2
ACC0862,2024-06,143909,0.9257,1.0,0.6,0.1,0.8003,115167.52,Green,False,False,2,2
ACC0863,2024-06,5000,0.8161,1.0,0.7,0.7,0.8364,4182.18,Green,False,False,4,4
ACC0864,2024-06,25000,0.847,1.0,1.0,0.1,0.8488,21220.15,Green,False,False,1,1
ACC0866,2024-06,150000,0.6562,1.0,1.0,0.1,0.7725,115872.73,Yellow,False,False,2,2
ACC0868,2024-06,500000,1.0,1.0,1.0,1.0,1.0,500000.0,Green,False,True,3,3
ACC0869,2024-06,100000,0.828,1.0,0.2,0.1,0.6812,68118.8,Yellow,False,False,1,1
ACC0870,2024-06,5000,1.0,1.0,0.9,0.1,0.89,4450.0,Green,False,True,2,2
ACC0872,2024-06,15000,0.8514,1.0,0.6,0.1,0.7706,11558.34,Yellow,False,False,1,1
ACC0876,2024-06,100000,0.8476,1.0,1.0,0.1,0.849,84902.0,Green,False,False,1,1
ACC0878,2024-06,10000,0.7577,1.0,1.0,0.1,0.8131,8130.7,Green,False,False,2,2
ACC0879,2024-06,25000,0.9037,1.0,1.0,0.7,0.9315,23287.37,Green,False,False,3,3
ACC0881,2024-06,25000,0.8105,1.0,1.0,0.1,0.8342,20854.9,Green,False,False,1,1
ACC0882,2024-06,500000,1.0,1.0,1.0,1.0,1.0,500000.0,Green,False,True,4,4
ACC0883,2024-06,25000,0.7684,1.0,1.0,0.4,0.8474,21184.02,Green,False,False,3,3
ACC0885,2024-06,100000,0.0,0.0,0.5,0.1,0.0,0.0,Red,True,False,1,1
ACC0886,2024-06,10000,1.0,1.0,1.0,1.0,1.0,10000.0,Green,False,True,3,3
ACC0887,2024-06,150000,0.7807,1.0,1.0,0.1,0.8223,123341.56,Green,False,False,1,1
ACC0889,2024-06,100000,0.8022,1.0,0.8,0.1,0.7909,79089.2,Yellow,False,False,1,1
ACC0890,2024-06,150000,0.8406,1.0,0.8,0.7,0.8663,129937.79,Green,False,False,4,4
ACC0891,2024-06,500000,0.7196,1.0,1.0,0.1,0.7978,398917.94,Yellow,False,False,1,1
ACC0894,2024-06,150000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,3
ACC0899,2024-06,5000,0.7851,1.0,1.0,0.1,0.824,4120.25,Green,False,False,1,1
ACC0902,2024-06,35000,0.7557,1.0,1.0,0.7,0.8723,30529.46,Green,False,False,3,3
ACC0903,2024-06,150000,0.6975,1.0,0.6,0.1,0.709,106348.15,Yellow,False,False,1,1
ACC0904,2024-06,50000,0.7615,1.0,1.0,0.1,0.8146,40730.83,Green,False,False,1,1
ACC0905,2024-06,100000,0.6656,1.0,1.0,0.4,0.8062,80622.17,Green,False,False,3,3
ACC0906,2024-06,150742,0.175,0.0,0.8,0.1,0.24,36177.24,Red,False,False,3,3
ACC0907,2024-06,25000,0.8902,1.0,0.2,0.1,0.7061,17652.19,Yellow,False,False,1,1
ACC0908,2024-06,10000,0.0,0.0,1.0,0.1,0.0,0.0,Red,True,False,1,2
ACC0910,2024-06,150000,0.7424,1.0,1.0,0.1,0.807,121044.68,Green,False,False,2,2
ACC0912,2024-06,5000,0.7313,1.0,0.2,0.1,0.6425,3212.6,Yellow,False,False,1,1
ACC0914,2024-06,75000,0.6747,1.0,1.0,0.4,0.8099,60742.19,Green,False,False,3,3
ACC0915,2024-06,72540,0.3638,1.0,1.0,0.4,0.6855,49726.8,Yellow,False,False,3,3
ACC0916,2024-06,15000,0.6991,1.0,0.6,0.4,0.7396,11094.37,Yellow,False,False,5,5
ACC0917,2024-06,50000,0.8682,1.0,1.0,0.1,0.8573,42864.55,Green,False,False,1,1
ACC0920,2024-06,15000,0.8784,1.0,0.9,0.1,0.8414,12620.33,Green,False,False,1,1
ACC0921,2024-06,5000,0.8552,1.0,1.0,0.7,0.9121,4560.38,Green,False,False,3,3
ACC0922,2024-06,10000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,2
ACC0923,2024-06,15000,0.7735,1.0,0.9,0.4,0.8294,12440.76,Green,False,False,3,3
ACC0924,2024-06,200000,1.0,1.0,0.8,0.7,0.93,186000.0,Green,False,True,3,3
ACC0929,2024-06,187508,0.6827,1.0,1.0,0.4,0.8131,152458.1,Green,False,False,3,3
ACC0931,2024-06,15000,1.0,1.0,0.7333,1.0,0.9467,14200.0,Green,False,True,3,3
ACC0932,2024-06,15000,0.8538,1.0,1.0,0.7,0.9115,13672.91,Green,False,False,4,4
ACC0933,2024-06,75000,0.8099,1.0,1.0,0.7,0.894,67046.83,Green,False,False,3,3
ACC0934,2024-06,150000,0.7569,1.0,0.8,0.1,0.7728,115915.01,Yellow,False,False,1,1
ACC0936,2024-06,150000,1.0,1.0,0.6,1.0,0.92,138000.0,Green,False,True,3,3
ACC0937,2024-06,15000,0.6819,1.0,1.0,0.1,0.7827,11741.13,Yellow,False,False,1,1
ACC0938,2024-06,68196,0.0074,0.0,0.8,0.1,0.173,11794.92,Red,False,False,1,1
ACC0939,2024-06,25000,0.8716,1.0,0.6,0.7,0.8386,20965.52,Green,False,False,4,4
ACC0940,2024-06,10000,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,1
ACC0943,2024-06,102270,0.0736,0.0,1.0,0.1,0.2394,24486.48,Red,False,False,3,3
ACC0945,2024-06,15000,0.6788,1.0,1.0,0.1,0.7815,11722.67,Yellow,False,False,1,1
ACC0948,2024-06,25000,1.0,1.0,1.0,0.1,0.91,22750.0,Green,False,True,2,2
ACC0950,2024-06,5000,0.7817,1.0,0.6,0.1,0.7427,3713.34,Yellow,False,False,2,2
ACC0951,2024-06,150000,0.7292,1.0,0.9,0.1,0.7817,117250.96,Yellow,False,False,2,2
ACC0952,2024-06,150000,0.7229,1.0,1.0,0.1,0.7992,119875.49,Yellow,False,False,1,1
ACC0953,2024-06,5000,0.8051,1.0,1.0,0.1,0.832,4160.17,Green,False,False,1,1
ACC0954,2024-06,75000,0.6781,1.0,1.0,0.1,0.7812,58593.2,Yellow,False,False,1,1
ACC0956,2024-06,25000,0.8525,1.0,1.0,0.1,0.851,21274.59,Green,False,False,2,2
ACC0957,2024-06,51414,0.1867,0.0,0.4,0.1,0.1647,8467.71,Red,False,False,4,4
ACC0958,2024-06,10000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,2
ACC0960,2024-06,300000,0.6521,1.0,1.0,0.1,0.7708,231254.73,Yellow,False,False,1,1
ACC0962,2024-06,10000,0.6503,1.0,1.0,0.1,0.7701,7701.05,Yellow,False,False,1,1
ACC0964,2024-06,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,3,3
ACC0966,2024-06,200000,0.9059,1.0,1.0,0.1,0.8724,174475.25,Green,False,False,1,1
ACC0967,2024-06,10000,0.6984,1.0,0.2,0.1,0.6294,6293.65,Yellow,False,False,1,1
ACC0969,2024-06,15000,0.8062,1.0,1.0,0.1,0.8325,12486.98,Green,False,False,1,1
ACC0971,2024-06,198476,1.0,1.0,0.7,1.0,0.94,186567.44,Green,False,True,4,4
ACC0972,2024-06,125099,0.0174,0.0,0.2,0.1,0.0569,7123.83,Red,False,False,3,3
ACC0973,2024-06,50000,0.806,1.0,1.0,0.1,0.8324,41620.71,Green,False,False,1,1
ACC0974,2024-06,100000,0.6553,1.0,1.0,0.4,0.8021,80210.86,Green,False,False,4,4
ACC0976,2024-06,5000,1.0,1.0,0.9,0.1,0.89,4450.0,Green,False,True,1,1
ACC0978,2024-06,10000,0.0186,0.0,1.0,0.1,0.2174,2174.47,Red,False,False,1,1
ACC0980,2024-06,200000,1.0,1.0,1.0,0.1,0.91,182000.0,Green,False,True,1,1
ACC0982,2024-06,101377,0.1106,0.0,1.0,0.1,0.2542,25772.41,Red,False,False,2,2
ACC0983,2024-06,150000,0.8513,1.0,1.0,0.1,0.8505,127576.52,Green,False,False,1,1
ACC0984,2024-06,15000,0.75,1.0,1.0,0.1,0.81,12150.0,Green,False,False,1,1
ACC0985,2024-06,50000,0.8159,1.0,1.0,0.1,0.8364,41817.6,Green,False,False,1,1
ACC0987,2024-06,10000,0.691,1.0,0.6,0.1,0.7064,7063.85,Yellow,False,False,1,1
ACC0988,2024-06,25000,0.7409,1.0,1.0,0.1,0.8063,20158.71,Green,False,False,2,2
ACC0990,2024-06,134992,0.7638,1.0,0.4667,0.1,0.7089,95689.6,Yellow,False,False,1,1
ACC0991,2024-06,25000,0.8501,1.0,1.0,0.1,0.85,21251.11,Green,False,False,1,1
ACC0994,2024-06,150000,1.0,1.0,1.0,0.1,0.91,136500.0,Green,False,True,1,1
ACC0995,2024-06,50000,0.7211,1.0,0.6,0.1,0.7184,35921.69,Yellow,False,False,1,1
ACC0997,2024-06,196319,0.0652,0.0,0.6,0.1,0.1561,30638.56,Red,False,False,1,1
ACC1000,2024-06,15000,1.0,1.0,1.0,1.0,1.0,15000.0,Green,False,True,3,3
ACC0002,2024-07,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,5,5
ACC0003,2024-07,75000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0004,2024-07,500000,0.7273,1.0,0.36,0.1,0.6729,336462.41,Yellow,False,False,2,2
ACC0005,2024-07,500000,0.0091,0.0,0.6,0.1,0.1336,66820.96,Red,False,False,5,5
ACC0006,2024-07,150000,1.0,1.0,1.0,0.1,0.91,136500.0,Green,False,True,2,2
ACC0007,2024-07,10000,0.0,0.0,0.6,0.1,0.0,0.0,Red,True,False,1,5
ACC0008,2024-07,100000,0.913,1.0,1.0,0.1,0.8752,87518.79,Green,False,False,1,1
ACC0009,2024-07,25000,1.0,1.0,1.0,0.1,0.91,22750.0,Green,False,True,1,1
ACC0011,2024-07,75000,0.3322,1.0,0.44,0.4,0.5609,42067.5,Orange,False,False,5,5
ACC0013,2024-07,31671,0.6991,1.0,1.0,0.4,0.8197,25959.18,Green,False,False,3,3
ACC0014,2024-07,10000,0.7846,1.0,0.68,0.1,0.7599,7598.59,Yellow,False,False,1,1
ACC0015,2024-07,10000,1.0,1.0,1.0,1.0,1.0,10000.0,Green,False,True,5,5
ACC0016,2024-07,149534,0.1134,0.0,1.0,0.1,0.2554,38184.63,Red,False,False,2,2
ACC0017,2024-07,100000,0.9591,1.0,1.0,0.1,0.8936,89362.7,Green,False,False,1,1
ACC0018,2024-07,15000,0.0,0.0,0.4,0.1,0.0,0.0,Red,True,False,1,1
ACC0019,2024-07,5000,0.6758,1.0,0.2,0.4,0.6503,3251.58,Yellow,False,False,5,5
ACC0020,2024-07,25000,0.8852,1.0,1.0,0.1,0.8641,21602.19,Green,False,False,1,1
ACC0021,2024-07,5000,0.7616,1.0,1.0,0.1,0.8146,4073.15,Green,False,False,1,1
ACC0022,2024-07,150000,0.7158,1.0,0.2,0.4,0.6663,99948.92,Yellow,False,False,3,3
ACC0023,2024-07,15000,0.7475,1.0,1.0,0.1,0.809,12135.27,Green,False,False,1,1
ACC0025,2024-07,5000,0.8453,1.0,1.0,0.1,0.8481,4240.58,Green,False,False,1,1
ACC0027,2024-07,300000,1.0,1.0,1.0,0.1,0.91,273000.0,Green,False,True,1,1
ACC0028,2024-07,150000,0.8173,1.0,1.0,0.1,0.8369,125540.89,Green,False,False,1,1
ACC0029,2024-07,25000,0.9716,1.0,0.68,0.1,0.8346,20865.8,Green,False,False,2,2
ACC0032,2024-07,100000,0.7683,1.0,1.0,0.1,0.8173,81733.45,Green,False,False,1,1
ACC0034,2024-07,25000,0.8553,1.0,1.0,0.1,0.8521,21303.07,Green,False,False,1,1
ACC0035,2024-07,100000,0.8282,1.0,1.0,0.7,0.9013,90128.68,Green,False,False,4,4
ACC0037,2024-07,25000,1.0,1.0,1.0,1.0,1.0,25000.0,Green,False,True,4,4
ACC0039,2024-07,50000,0.7673,1.0,1.0,0.7,0.8769,43845.45,Green,False,False,3,3
ACC0041,2024-07,10000,0.738,1.0,0.7,0.1,0.7452,7452.13,Yellow,False,False,1,1
ACC0042,2024-07,92099,0.7979,1.0,1.0,0.7,0.8892,81890.34,Green,False,False,3,3
ACC0043,2024-07,75000,0.805,1.0,0.6,0.7,0.812,60899.23,Green,False,False,4,4
ACC0044,2024-07,200000,0.7037,1.0,0.5,0.7,0.7515,150296.6,Yellow,False,False,4,4
ACC0045,2024-07,5000,1.0,1.0,1.0,0.1,0.91,4550.0,Green,False,True,1,1
ACC0046,2024-07,150000,0.8521,1.0,1.0,0.1,0.8508,127624.45,Green,False,False,1,1
ACC0047,2024-07,15000,0.9248,1.0,0.4,0.1,0.7599,11398.62,Yellow,False,False,1,1
ACC0050,2024-07,50000,0.7668,1.0,0.84,0.7,0.8447,42236.79,Green,False,False,3,3
ACC0052,2024-07,5000,1.0,1.0,0.8,0.1,0.87,4350.0,Green,False,True,1,1
ACC0054,2024-07,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,5,5
ACC0055,2024-07,35000,0.7442,1.0,0.6,0.1,0.7277,25469.2,Yellow,False,False,1,1
ACC0057,2024-07,150000,0.9529,1.0,1.0,0.1,0.8911,133671.64,Green,False,False,1,1
ACC0058,2024-07,10000,0.8015,1.0,1.0,0.7,0.8906,8906.17,Green,False,False,5,5
ACC0059,2024-07,10000,0.7117,1.0,1.0,0.7,0.8547,8546.93,Green,False,False,4,4
ACC0060,2024-07,50000,0.861,1.0,1.0,0.1,0.8544,42720.92,Green,False,False,1,1
ACC0061,2024-07,150000,1.0,1.0,0.6,0.1,0.83,124500.0,Green,False,True,1,1
ACC0063,2024-07,5000,0.7371,1.0,1.0,0.7,0.8649,4324.29,Green,False,False,3,3
ACC0064,2024-07,35000,1.0,1.0,0.6,1.0,0.92,32200.0,Green,False,True,5,5
ACC0065,2024-07,75000,0.8328,1.0,0.2,0.7,0.7431,55733.81,Yellow,False,False,3,3
ACC0067,2024-07,5000,0.8381,1.0,0.6,0.7,0.8253,4126.27,Green,False,False,5,5
ACC0068,2024-07,150000,0.8363,1.0,0.68,0.7,0.8405,126076.39,Green,False,False,3,3
ACC0069,2024-07,35000,0.0168,0.0,0.6,0.1,0.1367,4784.92,Red,False,False,4,4
ACC0070,2024-07,10000,0.7629,1.0,0.6,0.1,0.7352,7351.6,Yellow,False,False,2,2
ACC0071,2024-07,10000,0.0163,0.0,0.2,0.1,0.0565,565.28,Red,False,False,1,1
ACC0072,2024-07,15000,0.8135,1.0,0.84,0.1,0.8034,12051.07,Green,False,False,1,1
ACC0073,2024-07,150000,1.0,1.0,0.2,0.1,0.75,112500.0,Yellow,False,True,1,1
ACC0075,2024-07,15000,0.7136,1.0,0.84,0.4,0.7934,11901.36,Yellow,False,False,5,5
ACC0076,2024-07,75000,0.8769,1.0,0.6,0.7,0.8408,63056.81,Green,False,False,3,3
ACC0078,2024-07,25000,0.7909,1.0,1.0,0.1,0.8264,20658.83,Green,False,False,1,1
ACC0079,2024-07,150000,0.7889,1.0,1.0,0.1,0.8255,123831.17,Green,False,False,1,1
ACC0081,2024-07,10000,0.0,0.0,0.5,0.1,0.0,0.0,Red,True,False,1,4
ACC0083,2024-07,35000,0.9011,1.0,1.0,0.7,0.9304,32565.0,Green,False,False,3,3
ACC0085,2024-07,35000,0.6955,1.0,0.2,0.1,0.6282,21987.1,Yellow,False,False,1,1
ACC0086,2024-07,25000,0.7569,1.0,0.7,0.1,0.7527,18818.71,Yellow,False,False,1,1
ACC0087,2024-07,15000,0.6889,1.0,1.0,0.1,0.7855,11783.21,Yellow,False,False,1,1
ACC0088,2024-07,127853,0.7737,1.0,1.0,0.1,0.8195,104772.98,Green,False,False,2,2
ACC0089,2024-07,25000,0.7955,1.0,1.0,0.1,0.8282,20704.65,Green,False,False,1,1
ACC0090,2024-07,150930,0.3065,0.5,1.0,0.4,0.5126,77367.44,Orange,False,False,4,4
ACC0091,2024-07,100000,0.7295,1.0,1.0,0.4,0.8318,83180.87,Green,False,False,5,5
ACC0092,2024-07,35000,0.9098,1.0,1.0,0.1,0.8739,30587.75,Green,False,False,2,2
ACC0095,2024-07,35000,0.008,0.0,0.2,0.1,0.0532,1862.0,Red,False,False,1,1
ACC0097,2024-07,15000,0.8923,1.0,1.0,0.7,0.9269,13903.54,Green,False,False,4,4
ACC0098,2024-07,300000,0.86,1.0,1.0,0.1,0.854,256205.11,Green,False,False,1,1
ACC0099,2024-07,5000,0.8,1.0,0.9,0.1,0.81,4050.0,Green,False,False,1,1
ACC0101,2024-07,200000,0.8995,1.0,0.6,0.1,0.7898,157963.22,Yellow,False,False,2,2
ACC0102,2024-07,5000,0.6747,1.0,1.0,0.1,0.7799,3899.33,Yellow,False,False,1,1
ACC0104,2024-07,10000,0.725,1.0,1.0,0.1,0.8,7999.86,Yellow,False,False,2,2
ACC0105,2024-07,150000,0.7434,1.0,1.0,0.7,0.8674,130103.57,Green,False,False,4,4
ACC0106,2024-07,10000,1.0,1.0,1.0,1.0,1.0,10000.0,Green,False,True,3,3
ACC0107,2024-07,150000,0.8142,1.0,1.0,0.7,0.8957,134349.77,Green,False,False,4,4
ACC0109,2024-07,100000,0.7426,1.0,0.6,0.7,0.787,78702.68,Yellow,False,False,3,3
ACC0111,2024-07,15000,0.8614,1.0,1.0,0.7,0.9145,13718.23,Green,False,False,4,4
ACC0112,2024-07,110648,0.9566,1.0,0.8,0.1,0.8526,94343.62,Green,False,False,2,2
ACC0113,2024-07,10000,0.7212,1.0,1.0,0.1,0.7985,7984.71,Yellow,False,False,1,1
ACC0114,2024-07,15000,0.8499,1.0,1.0,0.7,0.91,13649.34,Green,False,False,4,4
ACC0117,2024-07,200000,0.6648,1.0,0.6,0.1,0.6959,139180.83,Yellow,False,False,1,1
ACC0118,2024-07,50000,0.887,1.0,0.9,0.1,0.8448,42239.91,Green,False,False,1,1
ACC0119,2024-07,300000,0.8948,1.0,0.7,0.7,0.8679,260377.33,Green,False,False,3,3
ACC0120,2024-07,25000,0.7897,1.0,1.0,0.7,0.8859,22147.5,Green,False,False,3,3
ACC0121,2024-07,5000,1.0,1.0,0.9,0.1,0.89,4450.0,Green,False,True,1,1
ACC0123,2024-07,5000,0.0088,0.0,0.6,0.1,0.1335,667.65,Red,False,False,2,2
ACC0124,2024-07,25000,0.8984,1.0,1.0,0.7,0.9294,23233.84,Green,False,False,4,4
ACC0125,2024-07,200000,1.0,1.0,0.6,0.1,0.83,166000.0,Green,False,True,2,2
ACC0126,2024-07,5000,1.0,1.0,1.0,1.0,1.0,5000.0,Green,False,True,3,3
ACC0127,2024-07,10000,1.0,1.0,0.6,0.1,0.83,8300.0,Green,False,True,2,2
ACC0129,2024-07,300000,0.774,1.0,1.0,0.7,0.8796,263879.79,Green,False,False,5,5
ACC0130,2024-07,150000,0.9522,1.0,1.0,0.1,0.8909,133631.58,Green,False,False,1,1
ACC0133,2024-07,5000,0.8471,1.0,1.0,0.1,0.8488,4244.24,Green,False,False,1,1
ACC0136,2024-07,75000,0.6795,1.0,1.0,0.4,0.8118,60885.05,Green,False,False,3,3
ACC0137,2024-07,150000,0.8669,1.0,1.0,0.7,0.9167,137512.33,Green,False,False,4,4
ACC0138,2024-07,10000,0.9138,1.0,1.0,0.7,0.9355,9355.26,Green,False,False,4,4
ACC0139,2024-07,185820,0.7892,1.0,1.0,0.1,0.8257,153429.0,Green,False,False,1,1
ACC0140,2024-07,100000,0.0,0.0,0.2,0.1,0.0,0.0,Red,True,False,1,1
ACC0143,2024-07,122628,0.7748,1.0,0.5,0.1,0.7199,88283.88,Yellow,False,False,2,2
ACC0144,2024-07,150000,0.0576,0.0,1.0,0.1,0.233,34955.13,Red,False,False,4,4
ACC0146,2024-07,25000,0.7688,1.0,1.0,0.4,0.8475,21187.7,Green,False,False,4,4
ACC0147,2024-07,10000,0.7551,1.0,1.0,0.7,0.872,8720.41,Green,False,False,3,3
ACC0148,2024-07,75000,0.719,1.0,1.0,0.1,0.7976,59818.71,Yellow,False,False,1,1
ACC0149,2024-07,150000,0.9538,1.0,0.2,0.7,0.7915,118725.93,Yellow,False,False,4,4
ACC0151,2024-07,166462,0.0151,0.0,0.6,0.1,0.136,22643.32,Red,False,False,1,1
ACC0153,2024-07,10000,1.0,1.0,1.0,0.1,0.91,9100.0,Green,False,True,1,1
ACC0154,2024-07,150000,0.7963,1.0,1.0,0.7,0.8885,133279.46,Green,False,False,3,3
ACC0157,2024-07,150000,1.0,1.0,1.0,0.1,0.91,136500.0,Green,False,True,2,2
ACC0158,2024-07,200000,0.9221,1.0,1.0,0.7,0.9388,187764.42,Green,False,False,3,3
ACC0161,2024-07,75000,0.7574,1.0,0.6,0.4,0.763,57221.36,Yellow,False,False,5,5
ACC0162,2024-07,200000,0.6809,1.0,1.0,0.4,0.8124,162471.98,Green,False,False,3,3
ACC0164,2024-07,150000,0.7865,1.0,0.8,0.7,0.8446,126688.2,Green,False,False,3,3
