health_color,account_id,date,compute_credits_consumed
Green,ACC0243,2024-07-11,42
Green,ACC0243,2024-07-18,56
Green,ACC0243,2024-07-25,45
Green,ACC0243,2024-08-01,37
Green,ACC0243,2024-08-08,29
Green,ACC0243,2024-08-15,40
Green,ACC0243,2024-08-22,35
Green,ACC0243,2024-08-29,51
Red,ACC0243,2024-09-04,52
Red,ACC0243,2024-09-11,31
Red,ACC0243,2024-09-18,22
Red,ACC0243,2024-09-25,38
Red,ACC0243,2024-10-02,38
Red,ACC0243,2024-10-09,53
Red,ACC0243,2024-10-16,37
Green,ACC0243,2024-10-23,57
Green,ACC0243,2024-10-30,57
Green,ACC0243,2024-11-05,56
Green,ACC0243,2024-11-12,26
Green,ACC0243,2024-11-19,25
Green,ACC0243,2024-11-26,33
Green,ACC0243,2024-12-03,29
Green,ACC0243,2024-12-10,60
Green,ACC0243,2024-12-17,56
Green,ACC0243,2024-12-24,30
Green,ACC0243,2024-12-31,54
Green,ACC0244,2024-01-01,12
Green,ACC0244,2024-01-08,10
Green,ACC0244,2024-01-15,14
Yellow,ACC0244,2024-01-22,16
Yellow,ACC0244,2024-01-30,10
Yellow,ACC0244,2024-02-06,15
Yellow,ACC0244,2024-02-13,8
Green,ACC0244,2024-02-21,11
Green,ACC0244,2024-02-28,9
Green,ACC0244,2024-03-06,7
Green,ACC0244,2024-03-14,14
Green,ACC0244,2024-03-21,12
Green,ACC0244,2024-03-28,12
Green,ACC0244,2024-04-04,16
Green,ACC0244,2024-04-12,6
Green,ACC0244,2024-04-19,16
Green,ACC0244,2024-04-26,7
Green,ACC0244,2024-05-04,16
Green,ACC0244,2024-05-11,15
Green,ACC0244,2024-05-18,14
Yellow,ACC0244,2024-05-26,13
Yellow,ACC0244,2024-06-02,16
Yellow,ACC0244,2024-06-09,8
Yellow,ACC0244,2024-06-16,7
Yellow,ACC0244,2024-06-24,6
Yellow,ACC0244,2024-07-01,10
Yellow,ACC0244,2024-07-08,17
Yellow,ACC0244,2024-07-16,13
Green,ACC0244,2024-07-23,9
Green,ACC0244,2024-07-30,10
Green,ACC0244,2024-08-07,16
Green,ACC0244,2024-08-14,9
Green,ACC0244,2024-08-21,11
Green,ACC0244,2024-08-28,13
Green,ACC0244,2024-09-05,14
Green,ACC0244,2024-09-12,7
Green,ACC0244,2024-09-19,9
Green,ACC0244,2024-09-27,10
Green,ACC0244,2024-10-04,16
Green,ACC0244,2024-10-11,13
Green,ACC0244,2024-10-19,16
Green,ACC0244,2024-10-26,10
Green,ACC0244,2024-11-02,12
Green,ACC0244,2024-11-09,6
Green,ACC0244,2024-11-17,17
Green,ACC0244,2024-11-24,10
Green,ACC0244,2024-12-01,10
Green,ACC0244,2024-12-09,16
Green,ACC0244,2024-12-16,15
Green,ACC0244,2024-12-23,16
Green,ACC0244,2024-12-31,17
Green,ACC0245,2024-01-01,133
Green,ACC0245,2024-01-08,136
Green,ACC0245,2024-01-15,52
Green,ACC0245,2024-01-23,58
Green,ACC0245,2024-01-30,75
Green,ACC0245,2024-02-07,135
Green,ACC0245,2024-02-14,91
Green,ACC0245,2024-02-22,95
Yellow,ACC0245,2024-02-29,108
Yellow,ACC0245,2024-03-08,69
Green,ACC0245,2024-03-15,53
Green,ACC0245,2024-03-22,55
Green,ACC0245,2024-03-30,65
Green,ACC0245,2024-04-06,112
Green,ACC0245,2024-04-14,125
Green,ACC0245,2024-04-21,60
Green,ACC0245,2024-04-29,127
Green,ACC0245,2024-05-06,56
Green,ACC0245,2024-05-14,115
Green,ACC0245,2024-05-21,86
Green,ACC0245,2024-05-28,77
Green,ACC0245,2024-06-05,126
Green,ACC0245,2024-06-12,74
Green,ACC0245,2024-06-20,81
Green,ACC0245,2024-06-27,142
Green,ACC0245,2024-07-05,106
Green,ACC0245,2024-07-12,109
Green,ACC0245,2024-07-20,97
Green,ACC0245,2024-07-27,141
Green,ACC0245,2024-08-04,139
Green,ACC0245,2024-08-11,148
Green,ACC0245,2024-08-18,146
Green,ACC0245,2024-08-26,56
Green,ACC0245,2024-09-02,119
Green,ACC0245,2024-09-10,128
Green,ACC0245,2024-09-17,117
Green,ACC0245,2024-09-25,95
Green,ACC0245,2024-10-02,80
Green,ACC0245,2024-10-10,77
Green,ACC0245,2024-10-17,138
Green,ACC0245,2024-10-24,119
Green,ACC0245,2024-11-01,140
Green,ACC0245,2024-11-08,121
Green,ACC0245,2024-11-16,92
Green,ACC0245,2024-11-23,55
Green,ACC0245,2024-12-01,126
Green,ACC0245,2024-12-08,97
Green,ACC0245,2024-12-16,81
Green,ACC0245,2024-12-23,101
Green,ACC0245,2024-12-31,111
Green,ACC0246,2024-01-01,50
Green,ACC0246,2024-01-08,130
Green,ACC0246,2024-01-16,109
Green,ACC0246,2024-01-24,129
Green,ACC0246,2024-02-01,142
Green,ACC0246,2024-02-09,110
Green,ACC0246,2024-02-17,61
Green,ACC0246,2024-02-25,131
Green,ACC0246,2024-03-04,102
Green,ACC0246,2024-03-12,51
Green,ACC0246,2024-03-20,56
Green,ACC0246,2024-03-28,99
Green,ACC0246,2024-04-05,127
Green,ACC0246,2024-04-13,96
Green,ACC0246,2024-04-21,71
Green,ACC0246,2024-04-29,61
Green,ACC0246,2024-05-06,48
Green,ACC0246,2024-05-14,97
Green,ACC0246,2024-05-22,124
Green,ACC0246,2024-05-30,70
Green,ACC0246,2024-06-07,107
Green,ACC0246,2024-06-15,84
Red,ACC0246,2024-06-23,83
Red,ACC0246,2024-07-01,55
Green,ACC0246,2024-07-09,83
Green,ACC0246,2024-07-17,101
Yellow,ACC0246,2024-07-25,95
Yellow,ACC0246,2024-08-02,70
Yellow,ACC0246,2024-08-10,126
Yellow,ACC0246,2024-08-18,70
Yellow,ACC0246,2024-08-26,96
Green,ACC0246,2024-09-02,53
Green,ACC0246,2024-09-10,80
Green,ACC0246,2024-09-18,125
Green,ACC0246,2024-09-26,84
Green,ACC0246,2024-10-04,104
Green,ACC0246,2024-10-12,107
Green,ACC0246,2024-10-20,134
Green,ACC0246,2024-10-28,109
Green,ACC0246,2024-11-05,93
Green,ACC0246,2024-11-13,120
Green,ACC0246,2024-11-21,106
Green,ACC0246,2024-11-29,122
Green,ACC0246,2024-12-07,76
Green,ACC0246,2024-12-15,118
Green,ACC0246,2024-12-23,122
Green,ACC0246,2024-12-31,47
Green,ACC0247,2024-01-01,65
Green,ACC0247,2024-01-08,94
Green,ACC0247,2024-01-15,95
Yellow,ACC0247,2024-01-23,108
Yellow,ACC0247,2024-01-30,72
Yellow,ACC0247,2024-02-07,95
Yellow,ACC0247,2024-02-14,171
Yellow,ACC0247,2024-02-22,104
Yellow,ACC0247,2024-02-29,135
Yellow,ACC0247,2024-03-08,109
Yellow,ACC0247,2024-03-15,114
Yellow,ACC0247,2024-03-22,76
Yellow,ACC0247,2024-03-30,173
Yellow,ACC0247,2024-04-06,80
Yellow,ACC0247,2024-04-14,115
Yellow,ACC0247,2024-04-21,136
Yellow,ACC0247,2024-04-29,173
Yellow,ACC0247,2024-05-06,131
Yellow,ACC0247,2024-05-14,145
Yellow,ACC0247,2024-05-21,134
Yellow,ACC0247,2024-05-28,99
Green,ACC0247,2024-06-05,154
Green,ACC0247,2024-06-12,172
Green,ACC0247,2024-06-20,93
Green,ACC0247,2024-06-27,108
Green,ACC0247,2024-07-05,168
Green,ACC0247,2024-07-12,116
Green,ACC0247,2024-07-20,141
Green,ACC0247,2024-07-27,79
Green,ACC0247,2024-08-04,74
Green,ACC0247,2024-08-11,77
Green,ACC0247,2024-08-18,77
Green,ACC0247,2024-08-26,63
Green,ACC0247,2024-09-02,138
Green,ACC0247,2024-09-10,132
Green,ACC0247,2024-09-17,167
Yellow,ACC0247,2024-09-25,113
Yellow,ACC0247,2024-10-02,157
Yellow,ACC0247,2024-10-10,125
Yellow,ACC0247,2024-10-17,84
Yellow,ACC0247,2024-10-24,164
Yellow,ACC0247,2024-11-01,173
Yellow,ACC0247,2024-11-08,166
Yellow,ACC0247,2024-11-16,78
Yellow,ACC0247,2024-11-23,99
Yellow,ACC0247,2024-12-01,119
Yellow,ACC0247,2024-12-08,161
Yellow,ACC0247,2024-12-16,148
Yellow,ACC0247,2024-12-23,144
Green,ACC0247,2024-12-31,85
Red,ACC0248,2024-01-01,30
Green,ACC0248,2024-01-08,26
Green,ACC0248,2024-01-16,28
Green,ACC0248,2024-01-24,14
Green,ACC0248,2024-02-01,21
Green,ACC0248,2024-02-08,34
Green,ACC0248,2024-02-16,16
Green,ACC0248,2024-02-24,24
Green,ACC0248,2024-03-03,20
Green,ACC0248,2024-03-10,30
Green,ACC0248,2024-03-18,19
Green,ACC0248,2024-03-26,12
Green,ACC0248,2024-04-03,33
Green,ACC0248,2024-04-10,21
Green,ACC0248,2024-04-18,13
Green,ACC0248,2024-04-26,26
Green,ACC0248,2024-05-04,34
Green,ACC0248,2024-05-12,15
Yellow,ACC0248,2024-05-19,27
Yellow,ACC0248,2024-05-27,32
Yellow,ACC0248,2024-06-04,17
Yellow,ACC0248,2024-06-12,13
Yellow,ACC0248,2024-06-19,14
Yellow,ACC0248,2024-06-27,24
Yellow,ACC0248,2024-07-05,32
Yellow,ACC0248,2024-07-13,28
Yellow,ACC0248,2024-07-20,26
Yellow,ACC0248,2024-07-28,34
Yellow,ACC0248,2024-08-05,30
Yellow,ACC0248,2024-08-13,28
Yellow,ACC0248,2024-08-20,29
Yellow,ACC0248,2024-08-28,25
Yellow,ACC0248,2024-09-05,12
Red,ACC0248,2024-09-13,28
Red,ACC0248,2024-09-21,18
Red,ACC0248,2024-09-28,28
Red,ACC0248,2024-10-06,26
Red,ACC0248,2024-10-14,34
Red,ACC0248,2024-10-22,15
Red,ACC0248,2024-10-29,35
Red,ACC0248,2024-11-06,33
Red,ACC0248,2024-11-14,25
Red,ACC0248,2024-11-22,16
Red,ACC0248,2024-11-29,15
Red,ACC0248,2024-12-07,28
Red,ACC0248,2024-12-15,13
Red,ACC0248,2024-12-23,25
Red,ACC0248,2024-12-31,30
Green,ACC0249,2024-01-01,149
Green,ACC0249,2024-01-08,138
Green,ACC0249,2024-01-15,152
Green,ACC0249,2024-01-23,169
Green,ACC0249,2024-01-30,131
Green,ACC0249,2024-02-07,72
Green,ACC0249,2024-02-14,171
Green,ACC0249,2024-02-22,81
Green,ACC0249,2024-02-29,89
Green,ACC0249,2024-03-08,100
Green,ACC0249,2024-03-15,147
Green,ACC0249,2024-03-22,143
Green,ACC0249,2024-03-30,125
Green,ACC0249,2024-04-06,148
Green,ACC0249,2024-04-14,162
Green,ACC0249,2024-04-21,148
Green,ACC0249,2024-04-29,117
Green,ACC0249,2024-05-06,157
Green,ACC0249,2024-05-14,164
Green,ACC0249,2024-05-21,167
Green,ACC0249,2024-05-28,94
Green,ACC0249,2024-06-05,133
Green,ACC0249,2024-06-12,116
Green,ACC0249,2024-06-20,78
Green,ACC0249,2024-06-27,70
Green,ACC0249,2024-07-05,104
Green,ACC0249,2024-07-12,154
Green,ACC0249,2024-07-20,137
Green,ACC0249,2024-07-27,136
Green,ACC0249,2024-08-04,156
Green,ACC0249,2024-08-11,165
Green,ACC0249,2024-08-18,66
Green,ACC0249,2024-08-26,153
Green,ACC0249,2024-09-02,125
Green,ACC0249,2024-09-10,93
Green,ACC0249,2024-09-17,64
Green,ACC0249,2024-09-25,153
Green,ACC0249,2024-10-02,91
Green,ACC0249,2024-10-10,158
Green,ACC0249,2024-10-17,59
Green,ACC0249,2024-10-24,115
Green,ACC0249,2024-11-01,109
Green,ACC0249,2024-11-08,72
Green,ACC0249,2024-11-16,92
Green,ACC0249,2024-11-23,83
Green,ACC0249,2024-12-01,89
Green,ACC0249,2024-12-08,79
Green,ACC0249,2024-12-16,109
Green,ACC0249,2024-12-23,66
Green,ACC0249,2024-12-31,121
Green,ACC0250,2024-01-01,33
Green,ACC0250,2024-01-08,25
Green,ACC0250,2024-01-15,20
Green,ACC0250,2024-01-22,21
Green,ACC0250,2024-01-30,12
Green,ACC0250,2024-02-06,24
Green,ACC0250,2024-02-13,16
Green,ACC0250,2024-02-21,23
Green,ACC0250,2024-02-28,24
Green,ACC0250,2024-03-06,28
Yellow,ACC0250,2024-03-14,26
Yellow,ACC0250,2024-03-21,11
Yellow,ACC0250,2024-03-28,15
Yellow,ACC0250,2024-04-04,14
Yellow,ACC0250,2024-04-12,26
Yellow,ACC0250,2024-04-19,18
Yellow,ACC0250,2024-04-26,16
Yellow,ACC0250,2024-05-04,27
Yellow,ACC0250,2024-05-11,20
Yellow,ACC0250,2024-05-18,31
Yellow,ACC0250,2024-05-26,22
Yellow,ACC0250,2024-06-02,26
Yellow,ACC0250,2024-06-09,33
Yellow,ACC0250,2024-06-16,29
Yellow,ACC0250,2024-06-24,31
Yellow,ACC0250,2024-07-01,34
Yellow,ACC0250,2024-07-08,28
Yellow,ACC0250,2024-07-16,19
Yellow,ACC0250,2024-07-23,20
Yellow,ACC0250,2024-07-30,19
Green,ACC0250,2024-08-07,30
Green,ACC0250,2024-08-14,15
Green,ACC0250,2024-08-21,22
Green,ACC0250,2024-08-28,16
Green,ACC0250,2024-09-05,33
Green,ACC0250,2024-09-12,31
Green,ACC0250,2024-09-19,19
Green,ACC0250,2024-09-27,13
Green,ACC0250,2024-10-04,29
Green,ACC0250,2024-10-11,31
Green,ACC0250,2024-10-19,12
Green,ACC0250,2024-10-26,25
Green,ACC0250,2024-11-02,34
Green,ACC0250,2024-11-09,19
Green,ACC0250,2024-11-17,19
Green,ACC0250,2024-11-24,29
Green,ACC0250,2024-12-01,19
Green,ACC0250,2024-12-09,19
Green,ACC0250,2024-12-16,13
Green,ACC0250,2024-12-23,29
Green,ACC0250,2024-12-31,22
Green,ACC0251,2024-01-01,11
Green,ACC0251,2024-01-08,7
Green,ACC0251,2024-01-15,9
Green,ACC0251,2024-01-22,17
Green,ACC0251,2024-01-29,14
Green,ACC0251,2024-02-05,15
Yellow,ACC0251,2024-02-12,12
Green,ACC0251,2024-02-20,17
Green,ACC0251,2024-02-27,10
Green,ACC0251,2024-03-05,15
Green,ACC0251,2024-03-12,20
Green,ACC0251,2024-03-19,13
Green,ACC0251,2024-03-26,18
Green,ACC0251,2024-04-03,15
Green,ACC0251,2024-04-10,16
Green,ACC0251,2024-04-17,17
Green,ACC0251,2024-04-24,17
Green,ACC0251,2024-05-01,12
Green,ACC0251,2024-05-08,14
Green,ACC0251,2024-05-15,11
Green,ACC0251,2024-05-23,9
Green,ACC0251,2024-05-30,16
Green,ACC0251,2024-06-06,12
Green,ACC0251,2024-06-13,12
Green,ACC0251,2024-06-20,18
Green,ACC0251,2024-06-27,8
Green,ACC0251,2024-07-05,15
Green,ACC0251,2024-07-12,16
Green,ACC0251,2024-07-19,19
Green,ACC0251,2024-07-26,8
Green,ACC0251,2024-08-02,13
Green,ACC0251,2024-08-09,9
Green,ACC0251,2024-08-17,11
Green,ACC0251,2024-08-24,15
Green,ACC0251,2024-08-31,13
Green,ACC0251,2024-09-07,19
Green,ACC0251,2024-09-14,8
Green,ACC0251,2024-09-21,19
Green,ACC0251,2024-09-28,12
Green,ACC0251,2024-10-06,19
Green,ACC0251,2024-10-13,17
Green,ACC0251,2024-10-20,11
Green,ACC0251,2024-10-27,18
Green,ACC0251,2024-11-03,17
Green,ACC0251,2024-11-10,13
Green,ACC0251,2024-11-18,19
Green,ACC0251,2024-11-25,20
Green,ACC0251,2024-12-02,19
Green,ACC0251,2024-12-09,14
Green,ACC0251,2024-12-16,20
Green,ACC0251,2024-12-23,18
Yellow,ACC0251,2024-12-31,19
Red,ACC0252,2024-01-01,23
Red,ACC0252,2024-01-08,32
Red,ACC0252,2024-01-15,16
Red,ACC0252,2024-01-23,17
Red,ACC0252,2024-01-30,22
Red,ACC0252,2024-02-07,14
Red,ACC0252,2024-02-14,21
Red,ACC0252,2024-02-22,33
Red,ACC0252,2024-02-29,32
Red,ACC0252,2024-03-08,28
Red,ACC0252,2024-03-15,18
Red,ACC0252,2024-03-22,15
Red,ACC0252,2024-03-30,17
Red,ACC0252,2024-04-06,28
Red,ACC0252,2024-04-14,32
Red,ACC0252,2024-04-21,30
Green,ACC0252,2024-04-29,33
Green,ACC0252,2024-05-06,31
Green,ACC0252,2024-05-14,20
Green,ACC0252,2024-05-21,24
Green,ACC0252,2024-05-28,15
Green,ACC0252,2024-06-05,15
Green,ACC0252,2024-06-12,11
Green,ACC0252,2024-06-20,12
Green,ACC0252,2024-06-27,25
Green,ACC0252,2024-07-05,26
Green,ACC0252,2024-07-12,22
Green,ACC0252,2024-07-20,27
Green,ACC0252,2024-07-27,18
Green,ACC0252,2024-08-04,20
Green,ACC0252,2024-08-11,23
Green,ACC0252,2024-08-18,16
Green,ACC0252,2024-08-26,24
Green,ACC0252,2024-09-02,14
Green,ACC0252,2024-09-10,26
Green,ACC0252,2024-09-17,33
Green,ACC0252,2024-09-25,20
Green,ACC0252,2024-10-02,20
Green,ACC0252,2024-10-10,24
Green,ACC0252,2024-10-17,28
Green,ACC0252,2024-10-24,23
Green,ACC0252,2024-11-01,21
Green,ACC0252,2024-11-08,22
Yellow,ACC0252,2024-11-16,23
Yellow,ACC0252,2024-11-23,16
Yellow,ACC0252,2024-12-01,14
Yellow,ACC0252,2024-12-08,32
Yellow,ACC0252,2024-12-16,15
Yellow,ACC0252,2024-12-23,17
Yellow,ACC0252,2024-12-31,24
Yellow,ACC0253,2024-01-01,72
Yellow,ACC0253,2024-01-07,121
Yellow,ACC0253,2024-01-14,100
Yellow,ACC0253,2024-01-21,92
Yellow,ACC0253,2024-01-28,170
Green,ACC0253,2024-02-04,99
Green,ACC0253,2024-02-11,168
Green,ACC0253,2024-02-18,83
Green,ACC0253,2024-02-25,66
Green,ACC0253,2024-03-02,110
Green,ACC0253,2024-03-09,70
Green,ACC0253,2024-03-16,168
Green,ACC0253,2024-03-23,128
Green,ACC0253,2024-03-30,159
Green,ACC0253,2024-04-06,99
Green,ACC0253,2024-04-13,110
Green,ACC0253,2024-04-20,90
Green,ACC0253,2024-04-27,65
Green,ACC0253,2024-05-03,169
Green,ACC0253,2024-05-10,146
Green,ACC0253,2024-05-17,129
Green,ACC0253,2024-05-24,73
Green,ACC0253,2024-05-31,107
Green,ACC0253,2024-06-07,132
Green,ACC0253,2024-06-14,144
Green,ACC0253,2024-06-21,61
Green,ACC0253,2024-06-28,144
Green,ACC0253,2024-07-04,164
Green,ACC0253,2024-07-11,78
Green,ACC0253,2024-07-18,144
Green,ACC0253,2024-07-25,109
Green,ACC0253,2024-08-01,123
Green,ACC0253,2024-08-08,86
Green,ACC0253,2024-08-15,89
Green,ACC0253,2024-08-22,96
Green,ACC0253,2024-08-29,127
Green,ACC0253,2024-09-04,98
Green,ACC0253,2024-09-11,121
Green,ACC0253,2024-09-18,81
Green,ACC0253,2024-09-25,141
Green,ACC0253,2024-10-02,164
Green,ACC0253,2024-10-09,152
Green,ACC0253,2024-10-16,165
Green,ACC0253,2024-10-23,78
Green,ACC0253,2024-10-30,165
Green,ACC0253,2024-11-05,128
Green,ACC0253,2024-11-12,133
Green,ACC0253,2024-11-19,107
Green,ACC0253,2024-11-26,59
Green,ACC0253,2024-12-03,83
Green,ACC0253,2024-12-10,96
Green,ACC0253,2024-12-17,67
Green,ACC0253,2024-12-24,67
Green,ACC0253,2024-12-31,66
Green,ACC0254,2024-01-01,46
Green,ACC0254,2024-01-08,24
Green,ACC0254,2024-01-16,29
Green,ACC0254,2024-01-23,30
Green,ACC0254,2024-01-31,30
Green,ACC0254,2024-02-08,17
Green,ACC0254,2024-02-15,25
Green,ACC0254,2024-02-23,40
Green,ACC0254,2024-03-01,49
Green,ACC0254,2024-03-09,42
Green,ACC0254,2024-03-17,30
Green,ACC0254,2024-03-24,32
Green,ACC0254,2024-04-01,21
Green,ACC0254,2024-04-08,20
Yellow,ACC0254,2024-04-16,38
Yellow,ACC0254,2024-04-24,29
Yellow,ACC0254,2024-05-01,41
Yellow,ACC0254,2024-05-09,40
Yellow,ACC0254,2024-05-16,29
Yellow,ACC0254,2024-05-24,35
Yellow,ACC0254,2024-06-01,37
Yellow,ACC0254,2024-06-08,21
Yellow,ACC0254,2024-06-16,45
Yellow,ACC0254,2024-06-23,37
Yellow,ACC0254,2024-07-01,49
Yellow,ACC0254,2024-07-09,35
Yellow,ACC0254,2024-07-16,46
Yellow,ACC0254,2024-07-24,22
Yellow,ACC0254,2024-07-31,48
Yellow,ACC0254,2024-08-08,24
Yellow,ACC0254,2024-08-16,41
Yellow,ACC0254,2024-08-23,17
Yellow,ACC0254,2024-08-31,35
Yellow,ACC0254,2024-09-07,26
Green,ACC0254,2024-09-15,43
Yellow,ACC0254,2024-09-23,34
Yellow,ACC0254,2024-09-30,27
Yellow,ACC0254,2024-10-08,31
Green,ACC0254,2024-10-15,48
Green,ACC0254,2024-10-23,27
Green,ACC0254,2024-10-31,45
Green,ACC0254,2024-11-07,30
Green,ACC0254,2024-11-15,32
Green,ACC0254,2024-11-22,39
Green,ACC0254,2024-11-30,29
Green,ACC0254,2024-12-08,18
Green,ACC0254,2024-12-15,25
Green,ACC0254,2024-12-23,21
Green,ACC0254,2024-12-31,42
Green,ACC0255,2024-01-01,16
Green,ACC0255,2024-01-08,14
Green,ACC0255,2024-01-16,15
Yellow,ACC0255,2024-01-24,21
Yellow,ACC0255,2024-02-01,20
Yellow,ACC0255,2024-02-09,13
Yellow,ACC0255,2024-02-17,18
Yellow,ACC0255,2024-02-25,20
Green,ACC0255,2024-03-04,24
Green,ACC0255,2024-03-12,11
Green,ACC0255,2024-03-20,13
Green,ACC0255,2024-03-28,8
Green,ACC0255,2024-04-05,9
Green,ACC0255,2024-04-13,15
Green,ACC0255,2024-04-21,12
Green,ACC0255,2024-04-29,19
Green,ACC0255,2024-05-06,20
Green,ACC0255,2024-05-14,12
Green,ACC0255,2024-05-22,13
Green,ACC0255,2024-05-30,13
Green,ACC0255,2024-06-07,9
Green,ACC0255,2024-06-15,24
Green,ACC0255,2024-06-23,16
Green,ACC0255,2024-07-01,21
Green,ACC0255,2024-07-09,20
Green,ACC0255,2024-07-17,15
Green,ACC0255,2024-07-25,17
Green,ACC0255,2024-08-02,20
Green,ACC0255,2024-08-10,12
Green,ACC0255,2024-08-18,13
Green,ACC0255,2024-08-26,14
Green,ACC0255,2024-09-02,18
Green,ACC0255,2024-09-10,15
Green,ACC0255,2024-09-18,24
Green,ACC0255,2024-09-26,15
Green,ACC0255,2024-10-04,9
Green,ACC0255,2024-10-12,8
Green,ACC0255,2024-10-20,13
Green,ACC0255,2024-10-28,16
Green,ACC0255,2024-11-05,15
Green,ACC0255,2024-11-13,18
Green,ACC0255,2024-11-21,22
Green,ACC0255,2024-11-29,17
Green,ACC0255,2024-12-07,18
Yellow,ACC0255,2024-12-15,14
Yellow,ACC0255,2024-12-23,10
Green,ACC0255,2024-12-31,9
Yellow,ACC0256,2024-01-01,36
Yellow,ACC0256,2024-01-08,37
Yellow,ACC0256,2024-01-16,31
Yellow,ACC0256,2024-01-24,39
Yellow,ACC0256,2024-02-01,25
Yellow,ACC0256,2024-02-09,33
Yellow,ACC0256,2024-02-17,30
Green,ACC0256,2024-02-25,21
Green,ACC0256,2024-03-04,44
Green,ACC0256,2024-03-12,27
Green,ACC0256,2024-03-20,34
Green,ACC0256,2024-03-28,33
Yellow,ACC0256,2024-04-05,32
Yellow,ACC0256,2024-04-13,29
Green,ACC0256,2024-04-21,34
Green,ACC0256,2024-04-29,29
Green,ACC0256,2024-05-06,24
Green,ACC0256,2024-05-14,45
Green,ACC0256,2024-05-22,16
Green,ACC0256,2024-05-30,32
Green,ACC0256,2024-06-07,28
Green,ACC0256,2024-06-15,24
Green,ACC0256,2024-06-23,27
Green,ACC0256,2024-07-01,43
Green,ACC0256,2024-07-09,20
Green,ACC0256,2024-07-17,34
Green,ACC0256,2024-07-25,20
Green,ACC0256,2024-08-02,44
Green,ACC0256,2024-08-10,36
Green,ACC0256,2024-08-18,26
Green,ACC0256,2024-08-26,29
Green,ACC0256,2024-09-02,29
Green,ACC0256,2024-09-10,38
Green,ACC0256,2024-09-18,28
Green,ACC0256,2024-09-26,33
Green,ACC0256,2024-10-04,27
Green,ACC0256,2024-10-12,23
Green,ACC0256,2024-10-20,31
Green,ACC0256,2024-10-28,19
Green,ACC0256,2024-11-05,30
Green,ACC0256,2024-11-13,18
Green,ACC0256,2024-11-21,43
Green,ACC0256,2024-11-29,16
Green,ACC0256,2024-12-07,32
Green,ACC0256,2024-12-15,43
Green,ACC0256,2024-12-23,21
Green,ACC0256,2024-12-31,15
Green,ACC0257,2024-01-01,17
Green,ACC0257,2024-01-08,15
Green,ACC0257,2024-01-16,14
Green,ACC0257,2024-01-24,9
Green,ACC0257,2024-02-01,10
Green,ACC0257,2024-02-08,12
Green,ACC0257,2024-02-16,9
Green,ACC0257,2024-02-24,7
Yellow,ACC0257,2024-03-03,15
Yellow,ACC0257,2024-03-10,11
Yellow,ACC0257,2024-03-18,18
Green,ACC0257,2024-03-26,17
Green,ACC0257,2024-04-03,13
Green,ACC0257,2024-04-10,12
Yellow,ACC0257,2024-04-18,14
Yellow,ACC0257,2024-04-26,8
Yellow,ACC0257,2024-05-04,15
Green,ACC0257,2024-05-12,7
Green,ACC0257,2024-05-19,11
Green,ACC0257,2024-05-27,13
Green,ACC0257,2024-06-04,15
Green,ACC0257,2024-06-12,7
Green,ACC0257,2024-06-19,9
Green,ACC0257,2024-06-27,9
Green,ACC0257,2024-07-05,9
Green,ACC0257,2024-07-13,6
Green,ACC0257,2024-07-20,7
Green,ACC0257,2024-07-28,14
Green,ACC0257,2024-08-05,16
Green,ACC0257,2024-08-13,15
Green,ACC0257,2024-08-20,7
Green,ACC0257,2024-08-28,18
Green,ACC0257,2024-09-05,19
Yellow,ACC0257,2024-09-13,7
Yellow,ACC0257,2024-09-21,15
Yellow,ACC0257,2024-09-28,18
Yellow,ACC0257,2024-10-06,11
Yellow,ACC0257,2024-10-14,14
Yellow,ACC0257,2024-10-22,11
Yellow,ACC0257,2024-10-29,19
Yellow,ACC0257,2024-11-06,7
Yellow,ACC0257,2024-11-14,19
Yellow,ACC0257,2024-11-22,13
Yellow,ACC0257,2024-11-29,13
Yellow,ACC0257,2024-12-07,13
Yellow,ACC0257,2024-12-15,18
Green,ACC0257,2024-12-23,8
Green,ACC0257,2024-12-31,16
Green,ACC0258,2024-01-01,16
Green,ACC0258,2024-01-08,11
Green,ACC0258,2024-01-16,12
Green,ACC0258,2024-01-24,10
Yellow,ACC0258,2024-02-01,12
Yellow,ACC0258,2024-02-08,16
Yellow,ACC0258,2024-02-16,20
Yellow,ACC0258,2024-02-24,10
Yellow,ACC0258,2024-03-03,8
Yellow,ACC0258,2024-03-10,17
Yellow,ACC0258,2024-03-18,20
Yellow,ACC0258,2024-03-26,10
Yellow,ACC0258,2024-04-03,7
Yellow,ACC0258,2024-04-10,12
Yellow,ACC0258,2024-04-18,15
Yellow,ACC0258,2024-04-26,13
Green,ACC0258,2024-05-04,16
Green,ACC0258,2024-05-12,14
Green,ACC0258,2024-05-19,12
Green,ACC0258,2024-05-27,20
Green,ACC0258,2024-06-04,13
Green,ACC0258,2024-06-12,18
Red,ACC0258,2024-06-19,8
Red,ACC0258,2024-06-27,8
Red,ACC0258,2024-07-05,12
Green,ACC0258,2024-07-13,14
Green,ACC0258,2024-07-20,12
Green,ACC0258,2024-07-28,18
Green,ACC0258,2024-08-05,10
Green,ACC0258,2024-08-13,17
Green,ACC0258,2024-08-20,20
Green,ACC0258,2024-08-28,20
Green,ACC0258,2024-09-05,8
Green,ACC0258,2024-09-13,14
Green,ACC0258,2024-09-21,10
Green,ACC0258,2024-09-28,9
Green,ACC0258,2024-10-06,15
